aptitude_score,subject_score,time_management_score,mock_average_score,consistency_score,readiness_score
91.49149483515458,88.20569709242301,60.90625711919478,52.45917270392311,71.68724928888452,74.76610887540643
38.45967942221913,82.32138053621321,56.730835782111,78.40404055584284,65.0946340227292,63.731703659471776
59.581913190408756,67.02207265518257,30.888052527283577,36.118685000876766,79.30558314519638,52.98290228154954
80.29596144286259,41.326417047157705,26.924138401804406,36.897234920611325,71.73893280296824,50.34376256728505
64.48219037963038,51.07108582251736,48.25558345377888,36.77534514738437,67.80964766534737,52.67546953730432
91.43534356680367,84.14948626692399,58.65211697691819,56.24724891873875,58.51907058991235,72.72798769655454
64.52385616728233,26.418027838481382,74.48797871393586,41.723070638216484,22.995730310454896,48.27725390291689
55.09027993356726,67.50509906005593,42.24376519236353,32.298411587089035,39.70963618680999,49.52824372297731
84.08263667942273,33.8912842870247,44.38804334193166,37.20054602978955,59.58898472809695,51.770096588765796
34.700702000386364,30.872022068392155,73.22429542269886,84.88336008920899,74.78710822988614,55.49342294256482
81.36839712958832,56.91930459822971,60.055465599979186,20.10778322459067,73.53671243749793,57.958246440618275
35.998776106391794,46.82533249802276,24.38561253609647,46.95812534304321,67.40259243488204,41.71503397041978
43.787037314156294,89.88046652450178,60.18224972668594,82.7314224643158,79.1095556558293,69.9105659634478
36.1275155919058,30.32794642753794,38.22230550284495,88.9929139034067,38.221678964445985,45.879077282555855
81.3990103966976,44.6944155494748,53.327789721826555,56.583277745882455,23.516759829779332,55.85724596306283
30.112254121424144,37.07579103151722,83.95987523475591,32.79931761146498,89.58376224136177,49.10722608161569
56.56447971920686,33.312417421491176,23.121293447958013,76.59297837541476,58.70421389421727,48.28250003927079
78.26443691402056,79.23175838391097,24.16490624568239,29.162800369269764,57.803721598408714,55.81996230731419
57.38610465852266,43.68138887991324,39.92892845445061,40.81924881628839,60.93994013197568,47.51050285195435
31.898346401784714,50.23912437326327,45.39836069351598,84.31219085784608,39.24223369357157,50.40070137339157
72.72647435059237,47.29168627971779,85.52290078872615,53.76142903791212,63.3659341737123,64.19799954027643
62.53155399477135,48.70330038921883,34.18484928067619,64.60354282706919,47.332195674176575,52.29961158496428
38.577968274925496,92.13874056350947,33.550741897582434,78.12977466006603,34.11662991505074,58.42694351264351
52.56228274066905,92.27938190438508,71.95188521297612,84.54170234253449,85.73991398420378,76.08312507078604
89.33480515146302,63.2315037581969,75.75492645722755,67.095495141045,61.962536621809534,72.90791520925045
58.8311463147483,44.69320227550545,79.20324468535006,44.01952216470406,78.75066655553111,58.40070717312737
47.51815968757403,86.73196193595122,62.77610529623171,83.42683238326748,53.759408798346755,68.17905882161583
65.96577173702417,90.02376791727252,38.66616758465256,57.855619309633084,49.102726977576594,63.21201499018896
79.27619733896145,56.63485866602151,52.48474959037132,81.0744050036611,78.97632956598636,68.58722787665086
78.1959235612876,78.97850609442715,31.703031912313456,81.13926680883438,32.90201417559284,65.15226857571754
77.41718737626752,91.64623463110165,37.81214228908844,23.369283514181763,35.542572255485574,58.0563978880449
54.88599401179815,39.13266405347164,81.98171976233579,81.62650907377267,75.90542566184178,63.816852849723325
77.49196656952589,45.589588500725,90.35137772778783,68.60041218362068,64.45866907170657,69.00661365701508
66.74337904440044,86.77740269965011,26.308761665408486,85.54594385546402,75.30785330981432,68.28192187116858
82.50754580779862,30.161028453704017,76.36863914541337,69.81148887263743,66.88749914387526,64.09191908337334
85.18888020934759,93.68252491935054,73.10073077617618,51.18313775290409,34.474810612396425,73.02210604923023
69.64703473409874,82.99066846924751,50.37467642625061,37.370515649902345,21.21445964729391,57.82991018079654
30.43811455264593,57.12840676340413,23.48553337854427,86.42613281039532,28.918079033628363,46.76577147016327
57.17981226243492,43.08828761364299,59.201230109604964,39.12112025748179,94.97219203769113,54.228714246205946
92.05056349833515,90.87836322066691,61.59149757372682,46.04295566813748,47.32700757951687,71.99182308607506
53.18338187990355,87.10642491439609,35.91655998840252,21.885168250615855,93.93337942707845,56.02613528908643
86.73009281197511,69.9537131545033,29.512204937929408,49.44701668351783,74.38306518197899,62.40110233410695
54.89448707224503,68.55760848987137,47.677187424261234,69.30147940044878,72.32215880852064,61.49097313632317
34.884086891905056,40.49592610239079,51.13625563436757,60.227592280716145,49.83269055957871,46.101041887548575
33.40985844726051,94.66359209485694,51.63470699117076,63.16511194787745,25.772698343738064,57.55559625771282
83.95062633392898,48.51868185178451,72.90369067873722,91.03390961045682,82.83319180513804,74.18816628478098
91.27749946496176,74.78006026229164,55.024463568217186,76.668938802403,82.49274855071135,76.10234526100852
61.71272873178333,63.14454393295727,22.76363349134856,24.97929912679538,58.20770947484091,46.58367563729803
93.81798905682231,92.0389352892673,59.37027366031655,88.18708596988141,40.11096628509751,79.98679964107176
55.6021258445044,35.60259542101276,70.30739782156147,43.332338538959476,49.18301532385942,50.447429120869415
65.22849365702729,63.729478495334234,62.05097517143223,20.260980263860464,82.29125009575891,56.93100913472482
79.06718699440174,70.7655851936453,54.82814996878691,67.28677165922265,93.60313209079095,71.24149058169277
82.06751845964835,64.17512437930357,81.764687027854,27.0866545426669,60.51935865544499,64.38286488938665
65.47744371970596,62.663006714949454,58.68036536875267,74.66412130778359,68.5309686903646,65.55710681300756
94.41994102447215,87.63437143661523,59.38610427729838,41.02556921957084,63.71088577471171,71.96700139211686
82.63895937807885,39.83147282001927,34.68453786480258,45.921820694947996,26.370539249457202,49.37593368642037
80.27497128847945,63.686121145250205,46.100600324526425,80.32582148486418,22.760714246151593,63.55162889492569
53.932709866806846,29.22879823666608,46.77760504431774,36.990021483936225,33.3302787673935,40.87693020825837
67.7821483494497,71.29182188596027,29.493952613369377,73.22942004659232,33.22543605325713,58.63571069617055
74.37908941001368,50.271711785342966,27.954483519896215,90.67902968245679,47.573052059688806,59.64670814527865
94.19775616104621,66.43765096273526,45.31525258654869,74.46263717936068,44.29913343182511,68.54434307730975
73.0583055224197,33.14178241808247,43.993011477932846,28.124496887548723,71.64456536412624,48.13798019463449
39.678892255008535,64.08967162013815,30.809234372545266,93.32937183990522,81.9321041106705,58.96307262234382
58.9349069437674,35.076432297538695,54.7727235575472,50.29704398092341,57.41872347674519,50.258660665695174
41.188305412555884,55.008042274111475,64.07612306207358,55.38138837979449,77.28372716418262,55.66896192645872
42.164630956792536,30.95550919698877,58.44437539424055,59.9607384806369,80.11944330548249,49.97300214396907
33.8817347019355,85.41433840189012,36.051791957873405,88.72958285973246,26.05546998279415,57.38584023775699
43.79804148701938,49.11488378852731,45.400970707263696,59.24982503368589,75.1561620928156,51.67400667635815
85.89549144218006,74.59375905139512,93.77546981567603,87.4669286774908,59.727556031507596,82.34354792517793
62.9215406908994,48.382482686056754,34.95883803926871,48.35342458309704,76.41552931489713,52.1300113002019
42.654904393478525,79.26321629380442,26.387346626544186,85.64380987352054,45.40538764109166,57.42630023594284
87.1302335203053,56.64216255722167,26.218079636447495,43.99342276423144,32.873293941201894,53.27272889363772
47.0235357355379,61.71234682415673,27.361519993290507,24.27306537632837,39.484456987279984,41.45933341257544
58.941232774582794,42.80590065472103,26.811345173903725,57.5045678836949,89.41037298589917,51.2410032674356
39.29734330410561,76.16212963606537,65.57125494002835,92.74612762340426,58.6391485110477,66.39225959883403
48.22448622581432,25.3596481766969,21.896880220526807,70.7943651068205,41.55678117833756,41.089960783931026
33.870812534581,41.85250083737098,87.71830798362858,56.04227012358205,54.040936000566695,53.087037564486785
35.67953881901013,73.80304475608591,75.20012372854296,22.847756092549893,66.10314347071382,53.59053620506396
85.0633981303827,54.737114366837865,84.19142563013725,38.86704294034618,77.0329980050803,67.26512163890986
79.82769113410049,61.038529628268044,51.60854094404219,45.284848562827236,64.75559996066056,61.070793088032076
70.92613032357063,73.26429205053394,30.848888048480433,83.61510127368923,43.14038939351799,63.25444239731187
75.92125396757251,44.44943344121112,81.89421955557063,62.703338412671705,24.127406152474734,61.42492406109185
93.64672797678827,73.6761995526555,29.642045405614034,81.73446724136019,86.0026318318874,72.70629759494453
93.67125545543463,75.05318760186789,32.1499224495025,85.82607325693974,72.42571247472017,73.0188811530861
71.36184857295385,67.64120257808898,76.0394502393679,40.30314260999445,57.93755305630695,63.81303666326387
35.03754228155624,67.85004542595254,65.83542975227388,81.95533962143325,21.882482466108147,57.46829904822943
41.15105450177309,71.02470292315931,50.40005540292051,72.96870925659425,52.95527003557646,58.0132192916937
58.23317092502058,48.54049237588366,24.072192097800116,84.0373329564135,90.05708042511856,57.32102887858064
62.28653887125526,84.37431135593238,25.95167086569752,52.0031201963942,77.0125914759438,59.95742991680963
90.76670663106549,60.08752683321194,49.3912305488518,34.23693786503313,38.02220787842954,58.2414128366893
37.58869042483762,65.26212411438982,28.270081834018185,67.10790073980624,73.81135144249527,52.16943529382127
48.02277155499693,45.94694281099062,84.01826493618181,81.1496798685794,69.72097626711468,63.4981151791606
65.62752897483826,27.806334160094373,44.86991467419588,48.21252837056575,93.85768720824353,51.36072311350984
66.6175391245659,65.7497346237812,69.92387042687791,76.26151870758744,73.91735196556948,69.7206314605368
55.39030221250765,70.63139615351645,40.871419431733315,73.90897759190821,91.61680707085222,63.62318470331955
53.567511190202175,25.01748047796027,70.0812248759623,52.710483352359034,53.72275615215571,49.57686517792045
48.20367675151674,73.14159975819658,94.72311564672462,37.372191857831695,84.97210450985267,65.25259107932486
94.8501067029013,49.10439345846599,60.7679775996018,43.70931934945622,73.16968411695612,64.20105284184905
93.09560258284571,52.932394460859996,30.203628997738875,34.994445499680296,41.64230030934171,53.710844191344435
36.063983229039614,43.78086338183729,51.83511824779672,94.88696432246972,79.46580464662186,57.25220863143471
46.60982237144488,54.829601699322765,57.16766114409114,85.39344533058375,55.22772220446616,59.394849533073504
61.02880147464151,64.43274392025091,64.36618868526861,37.56341443575842,77.75490288531483,59.52679726146
91.08987034264112,82.2607760267961,24.912470538210325,56.05096697442231,60.9561556188947,65.6259646567753
69.66010879398011,39.67001705776843,32.15155757938749,92.65133773352541,27.70260613269505,55.06337113878922
50.24392171590635,79.36234312266092,91.48575392585998,48.39174637965634,37.37909021028166,64.11497529177325
53.595649585453415,61.84413928317865,45.06076780903338,59.0666747420662,85.98209253404778,58.28364498078271
38.11810758189717,80.47314791854139,34.27596873685812,85.18223712124453,60.471840369219784,59.586639083652145
64.47823107369123,82.33246379565091,40.328749539286505,91.5848077539548,92.03339993010752,72.28872516899456
30.382550318101366,80.81314476467355,20.940079119744304,37.82578885294261,34.759379822431555,43.028035347474265
71.62804827512377,46.47983431222905,55.117823710875285,76.1417458372001,81.79776973295276,63.95866152974856
31.857454569722957,75.26013505749032,53.624539935297086,90.19750722041225,57.00109049516639,61.243915887461824
63.3416318054023,28.5662667715736,41.75409621308442,56.43023611087439,94.3724237934273,52.05108348837847
40.8209908804002,81.69696440162815,45.659925839837925,40.04620955418184,35.40463111770375,51.31117901108142
60.19952131390356,51.298071065531374,91.2664800551688,65.27474906623462,94.6000505601228,68.6426489751517
68.0328163001578,60.82679705015561,39.37561967600709,36.969363114427274,42.586827407135175,51.74258263637875
35.564343794975045,34.27006262131797,65.51378237314307,87.67989534387324,41.12758744627664,52.21009589210417
91.02168816487284,42.77750076166508,50.98891959624763,85.01703569476354,51.70050585210685,65.82103887504739
60.868547358113624,30.040345080887818,92.03352247318773,28.129942816122995,24.05214040014984,49.165130207627485
84.16701742966495,92.62561267292364,38.90484010519528,35.31548371152863,23.818986690307767,61.424120958022705
43.24683588942653,59.90610035720122,36.30380898813283,71.74221607796979,66.2805378437303,54.02549285925049
78.24816911758569,26.38497974103165,25.609765264393914,35.15097199225553,74.31150352297138,45.74158501828136
74.90517771104884,61.48728954770343,22.29557344574173,33.92278710484791,77.44055928385406,53.085844853191404
67.09919255973159,26.79884462859876,58.046599375007276,86.52612409265335,65.1405060115226,58.903104591766976
59.78441064031831,36.452675880069656,50.75212913958218,26.501315110460183,59.46395845310494,45.45635632541597
58.695108424077475,35.80080692726505,52.218028475225786,50.276628039056696,69.4999639452383,51.07290653521596
44.749096603031404,53.414146398835,40.53456334402735,91.14963316832208,88.76031456479781,59.75368150941627
62.918621168198925,93.73466110876049,22.25888812085303,90.92257780255578,47.04956882314109,66.50457063623573
42.81709285310889,67.87529426383108,42.75079818975497,35.80181092945415,61.75797616566073,49.55941621964289
71.40916808382966,45.48251677489609,34.187418769454794,23.986201989387876,77.42518174393791,48.60016354084376
45.27011156797455,47.05555684617525,76.68176818227877,76.3127274757179,56.45510064435987,59.325826299572775
53.92334404227257,86.4006371912117,34.24449897649857,50.787094538152175,70.60454380395329,59.147768391696545
84.18241372845716,69.98917289818775,61.86251293404535,67.18930979109427,81.12438076243845,72.465699277933
69.69439722925446,64.01859025362427,56.43377123954575,21.16668057559893,53.19140862363381,54.267478096112
71.58610113079214,71.62013497643345,85.68678073938324,92.16753774947634,28.86375485107464,74.25879820968578
73.2646762547873,69.42741186476715,82.3571388199752,80.17317768081932,92.26112122363467,77.40519745241099
75.25379239168149,58.74126523553938,47.157183726387444,20.435090806332607,62.459850546582935,53.263204368007514
41.54053941710507,67.03601601559757,88.28066269183869,29.875500193663566,72.60408659199668,58.035780094475776
76.23137965757999,65.68229869866877,79.39309157195609,27.03869307957117,57.80567065656109,62.54534358502375
83.41045672374881,83.65153783333042,88.46447743317782,66.53129371755767,33.45512773614292,76.1101656430312
69.21018394896008,62.9245479260424,41.080071887148904,44.358833317723864,36.68699009347207,53.79016301907238
70.15963526343998,71.31282529781389,59.349609257495004,51.488903539354254,43.163825655884665,61.85220026527178
91.87692231129286,61.323090989408456,72.13037686222705,92.34824855479314,67.99548200036634,77.99527660861601
61.015779694125946,69.4214391162522,42.089826907727314,72.1294297019289,33.41615805547788,58.79477183007357
81.21683236654647,91.1571004686448,35.942365965868504,44.84665140864149,71.09656889625722,66.36094357332554
45.60806731011631,55.627100386564166,68.19453044025622,62.61484861430887,69.07035511276894,58.377703246360035
37.25714239107212,93.78080224356624,90.34951523463474,47.9746705036579,37.60641324330964,64.18496463064908
54.46616607322147,32.299209541063924,27.23521419604115,80.56497488733228,49.36603480702172,48.18798520094821
40.637610119424224,27.992155995151997,82.44780770259591,77.8042532530934,90.74596073783788,58.28244979356571
71.65472832144083,85.741599621663,41.880583772046606,89.95726158329578,69.4331525317814,72.65996631002257
65.31273841680263,93.27788665701425,29.10380739343846,46.631890731468054,51.60153767037177,59.95494966047271
73.63577610259657,85.92984656142579,20.950717171196782,71.95749456989603,51.86977120306237,63.660025134530386
37.02685636307043,79.34202913090844,70.17226428538194,60.8886342866868,94.8871773748043,64.7931188253889
30.273328483643212,39.27441427394881,56.04592950336897,60.599282578845965,33.11363332974979,44.02734143881597
65.40692500164013,54.19452017884634,87.5742885066101,30.91020476634562,54.53110134121941,59.05037008383471
82.62392560189429,56.048491917620034,88.79605942774897,41.88437412918202,60.056900151261004,66.80988110639088
74.49301166881574,90.81055993072553,51.012171136815724,45.622838414694826,35.07999972043844,64.16089478223127
36.91075475223496,77.26206146598327,21.55105591866524,39.417091970267215,89.98648130146275,49.735481762487325
63.192671646960434,75.30902496392275,37.60573131826534,44.72772793071348,72.96946920492535,58.3890629230091
90.48245174156185,82.44085341098037,52.72167336966068,59.07854055928009,49.092098535440726,70.50007892746777
38.80909702899453,31.629305594711386,44.56690708272711,81.64380812299024,81.79946225708957,51.03168992277891
48.68301129314898,37.218138140747385,71.49186981976214,87.43675542764746,85.02867219720417,61.76387962767643
80.36641145871215,33.38735454516453,46.712278228981056,84.69925931069467,86.00333397724883,63.3210824066292
82.27591026887558,90.5609023824124,52.329839486866796,67.85767192002118,93.53845202817423,76.60055064701702
51.70450391379664,45.566674694062286,73.18900383512259,62.48422480371504,33.16248432525763,54.76868881225801
58.72665856400353,86.2730230276388,44.91059896202114,94.31285924986712,59.72010591948039,70.06662263223627
82.3947275278654,77.32493092995688,20.19862059584483,51.25298787936127,21.094996469594495,56.32973595645624
46.38015630708977,33.762487773447134,86.26282742185828,53.98766760294192,88.33889199982906,56.91964922507718
63.00285104718892,59.30590234207339,74.41490133985928,40.343572539175646,75.10396853486003,61.03927997660857
45.38619023966374,73.50549108860864,29.76190162145784,41.09026885680404,91.65343655183159,53.058698082903625
74.68121455325158,32.11265251543048,67.8334709564844,69.9115376294532,77.06026861880135,61.95349534623817
52.00867080009126,87.39706399885515,41.29937100431117,87.73866304368408,74.7067220459985,68.1297127139355
91.95660829068589,78.49783875827545,61.26107709489162,21.314016152349282,70.69662735543426,66.19829314723195
57.62349188880388,57.61613587747591,70.99401116997659,77.207923343304,24.12624513917109,60.862918358143176
40.790394945014995,94.51779813828227,67.74153415379217,41.89150665540572,85.18907244838195,64.27256367750209
44.66521441699813,67.98510645974362,26.38889000714871,22.055064986570358,39.11337983454702,41.762709201383956
48.18409055658403,85.9587581649129,54.21036281530783,60.12033521942966,88.79868151390008,65.28171993871175
63.98823364434406,60.092687342049715,50.13687293399745,22.960836095292123,83.9544203268054,54.0352140851369
44.763006691395816,81.31161887595132,53.30435602530978,36.203737206253635,94.74009882198726,58.8942849203482
93.26067301386217,27.395086963265918,92.31046698833464,83.26505068335808,75.2954834753257,72.80859187615314
36.73030778209004,90.22915068100585,37.223368932462435,89.3609172869244,61.22969047853219,63.17969090750455
77.97608536299616,56.83186994001764,68.65862521838855,87.3737277812319,52.40179337153257,70.14863876283079
77.29806511370472,76.84345019028522,45.424477677011254,46.393940904063896,70.62952979483147,63.96201552169567
33.559562928315636,80.06875745429238,71.82749777441464,68.50249228057841,83.94453343263194,64.86753144991381
55.0231138412869,41.856254482796146,29.78401516870072,47.75336466462704,34.69003071322551,43.196321119008864
77.759744627657,54.62714957332745,72.2513113853636,75.81542118469793,83.50119440465653,71.06018950472406
46.982931394556175,37.34048065740848,31.953490246689128,83.32070268913222,49.662137997230616,49.1019053998785
85.65632659381615,70.5975005461277,85.35305334765678,32.689971119378754,48.6598970848472,67.5380513868778
39.272218381418426,29.66018261341394,85.72389851133386,70.99970031461565,69.18400399309779,55.49622041320777
39.36154186313537,30.82630221357646,57.11339226935171,70.31404375471371,39.76411530281308,47.00885975427235
94.82756724705695,64.38271990789693,55.301636870617514,37.360418483427836,46.465041945018115,62.981487054049346
34.49678385532484,47.99083293925829,38.554584234230546,86.57448244180152,51.04050287874534,50.75176782172674
88.7982574594046,78.58092402026982,59.615482973316126,33.523582652558964,59.740238734129,66.44663236850653
52.13444546627873,52.672946130182005,70.93524223355517,70.63944192422127,76.90282599199651,62.20706732987013
51.091798050031834,88.63127814125244,32.07936263633508,23.09205771555346,92.0156436871446,55.16661748691324
46.71011156599462,33.95295331541061,92.74929077056785,43.368346441285254,33.172105986286375,50.706504261350574
55.22454431952265,31.28614445799711,51.15353257977216,62.438156170698875,50.07838671203712,49.35384861567786
